repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8969696969696969,0.8489723956657105,0.7880274549273368,0.8119730157438934,0.7880274549273368,"[np.float64(0.7945106382978724), np.float64(0.7922999450650065), np.float64(0.7554112554112553), np.float64(0.7638580161155877), np.float64(0.8117283950617284), np.float64(0.8095041322314049), np.float64(0.75848588863463), np.float64(0.8260330578512397), np.float64(0.8367833015763035), np.float64(0.7316599190283402)]"
