repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5619528619528619,0.6350405926904437,0.7150615367205335,0.5402181256803826,0.7150615367205335,"[np.float64(0.7200851063829787), np.float64(0.7539370078740157), np.float64(0.7077922077922079), np.float64(0.7081828285634899), np.float64(0.7037037037037037), np.float64(0.7194214876033058), np.float64(0.7258771929824561), np.float64(0.7008264462809917), np.float64(0.724190195738784), np.float64(0.6865991902834008)]"
