repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC),Log Loss
5,0.859504132231405,0.8821577345806421,0.8298271975957927,0.8551759916992577,0.9362065432689024,"[np.float64(0.9506522778498736), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944), np.float64(0.9346014616487944)]",0.454317548937579
