repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8922558922558922,0.8498667169314862,0.7649072687849378,0.7959018740288373,0.7649072687849378,"[np.float64(0.7326808510638296), np.float64(0.8194927668925104), np.float64(0.7543290043290043), np.float64(0.7884481800500138), np.float64(0.7335390946502057), np.float64(0.7834710743801654), np.float64(0.7244469870327993), np.float64(0.7785123966942148), np.float64(0.7864195392343669), np.float64(0.7477327935222672)]"
